Código Ámbito,Ámbito,Código área (FAO),Área,Código Elemento,Elemento,Código Producto (FAO),Producto,Código año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
"TCL","Cultivos y productos de ganadería","44","Colombia","5922","Exportaciones Valor","258","Aceite, almendra de palma","2018","2018","1000 US$","85215","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5922","Exportaciones Valor","258","Aceite, almendra de palma","2019","2019","1000 US$","57446","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","737","Aceite, citronela","2009","2009","toneladas","0","F","Estimación FAO"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","737","Aceite, citronela","2010","2010","toneladas","0","F","Estimación FAO"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","737","Aceite, citronela","2011","2011","toneladas","0","F","Estimación FAO"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","737","Aceite, citronela","2012","2012","toneladas","0","F","Estimación FAO"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","737","Aceite, citronela","2013","2013","toneladas","0","F","Estimación FAO"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","737","Aceite, citronela","2009","2009","1000 US$","0","F","Estimación FAO"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","737","Aceite, citronela","2010","2010","1000 US$","0","F","Estimación FAO"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","737","Aceite, citronela","2011","2011","1000 US$","0","F","Estimación FAO"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","737","Aceite, citronela","2012","2012","1000 US$","0","F","Estimación FAO"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","737","Aceite, citronela","2013","2013","1000 US$","0","F","Estimación FAO"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","1274","Aceite, cocido, deshidratado, etc.","2009","2009","toneladas","1430","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","1274","Aceite, cocido, deshidratado, etc.","2010","2010","toneladas","1750","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","1274","Aceite, cocido, deshidratado, etc.","2011","2011","toneladas","1697","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","1274","Aceite, cocido, deshidratado, etc.","2012","2012","toneladas","2014","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","1274","Aceite, cocido, deshidratado, etc.","2013","2013","toneladas","1610","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","1274","Aceite, cocido, deshidratado, etc.","2014","2014","toneladas","1185","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","1274","Aceite, cocido, deshidratado, etc.","2015","2015","toneladas","1857","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","1274","Aceite, cocido, deshidratado, etc.","2016","2016","toneladas","1699","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","1274","Aceite, cocido, deshidratado, etc.","2017","2017","toneladas","979","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","1274","Aceite, cocido, deshidratado, etc.","2018","2018","toneladas","1170","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","1274","Aceite, cocido, deshidratado, etc.","2019","2019","toneladas","1164","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2009","2009","1000 US$","3011","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2010","2010","1000 US$","3742","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2011","2011","1000 US$","4221","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2012","2012","1000 US$","4865","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2013","2013","1000 US$","4047","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2014","2014","1000 US$","2561","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2015","2015","1000 US$","3170","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2016","2016","1000 US$","3202","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2017","2017","1000 US$","2389","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2018","2018","1000 US$","3137","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2019","2019","1000 US$","2884","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5910","Exportaciones - Canditad","1274","Aceite, cocido, deshidratado, etc.","2009","2009","toneladas","60","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5910","Exportaciones - Canditad","1274","Aceite, cocido, deshidratado, etc.","2010","2010","toneladas","102","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5910","Exportaciones - Canditad","1274","Aceite, cocido, deshidratado, etc.","2011","2011","toneladas","66","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5910","Exportaciones - Canditad","1274","Aceite, cocido, deshidratado, etc.","2012","2012","toneladas","121","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5910","Exportaciones - Canditad","1274","Aceite, cocido, deshidratado, etc.","2013","2013","toneladas","2961","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5910","Exportaciones - Canditad","1274","Aceite, cocido, deshidratado, etc.","2014","2014","toneladas","5200","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5910","Exportaciones - Canditad","1274","Aceite, cocido, deshidratado, etc.","2015","2015","toneladas","8735","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5910","Exportaciones - Canditad","1274","Aceite, cocido, deshidratado, etc.","2016","2016","toneladas","3265","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5910","Exportaciones - Canditad","1274","Aceite, cocido, deshidratado, etc.","2017","2017","toneladas","9209","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5910","Exportaciones - Canditad","1274","Aceite, cocido, deshidratado, etc.","2018","2018","toneladas","9607","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5910","Exportaciones - Canditad","1274","Aceite, cocido, deshidratado, etc.","2019","2019","toneladas","8559","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5922","Exportaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2009","2009","1000 US$","187","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5922","Exportaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2010","2010","1000 US$","276","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5922","Exportaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2011","2011","1000 US$","188","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5922","Exportaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2012","2012","1000 US$","239","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5922","Exportaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2013","2013","1000 US$","2446","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5922","Exportaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2014","2014","1000 US$","3842","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5922","Exportaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2015","2015","1000 US$","7113","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5922","Exportaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2016","2016","1000 US$","2067","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5922","Exportaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2017","2017","1000 US$","6048","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5922","Exportaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2018","2018","1000 US$","5693","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5922","Exportaciones Valor","1274","Aceite, cocido, deshidratado, etc.","2019","2019","1000 US$","5077","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","271","Aceite, colza","2009","2009","toneladas","8216","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","271","Aceite, colza","2010","2010","toneladas","9589","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","271","Aceite, colza","2011","2011","toneladas","13448","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","271","Aceite, colza","2012","2012","toneladas","10498","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","271","Aceite, colza","2013","2013","toneladas","13098","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","271","Aceite, colza","2014","2014","toneladas","14843","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","271","Aceite, colza","2015","2015","toneladas","19240","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","271","Aceite, colza","2016","2016","toneladas","26231","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","271","Aceite, colza","2017","2017","toneladas","16655","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","271","Aceite, colza","2018","2018","toneladas","22027","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5610","Importaciones - Cantidad","271","Aceite, colza","2019","2019","toneladas","26528","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","271","Aceite, colza","2009","2009","1000 US$","9784","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","271","Aceite, colza","2010","2010","1000 US$","11896","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","271","Aceite, colza","2011","2011","1000 US$","20461","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","271","Aceite, colza","2012","2012","1000 US$","17460","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","271","Aceite, colza","2013","2013","1000 US$","19545","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","271","Aceite, colza","2014","2014","1000 US$","19110","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","271","Aceite, colza","2015","2015","1000 US$","19974","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","271","Aceite, colza","2016","2016","1000 US$","24262","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","271","Aceite, colza","2017","2017","1000 US$","16641","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","271","Aceite, colza","2018","2018","1000 US$","20849","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5622","Importaciones Valor","271","Aceite, colza","2019","2019","1000 US$","24300","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5910","Exportaciones - Canditad","271","Aceite, colza","2009","2009","toneladas","3","","Datos oficiales"
"TCL","Cultivos y productos de ganadería","44","Colombia","5910","Exportaciones - Canditad","271","Aceite, colza","2010","2010","toneladas","1","","Datos oficiales"
